key,title,authors,journal,issn,volume,issue,pages,year,publisher,url,abstract
5576,"Evolutionary effects of fishing gear on foraging behavior and life-history traits","Claireaux, Marion and Jorgensen, Christian and Enberg, Katja","ECOLOGY AND EVOLUTION","2045-7758","8","","10711-10721","2018","","10.1002/ece3.4482","Fishing gears are designed to exploit the natural behaviors of fish, and the concern that fishing may cause evolution of behavioral traits has been receiving increasing attention. The first intuitive expectation is that fishing causes evolution toward reduced boldness because it selectively removes actively foraging individuals due to their higher encounter rate and vulnerability to typical gear. However, life-history theory predicts that fishing, through shortened life span, favors accelerated life histories, potentially leading to increased foraging and its frequent correlate, boldness. Additionally, individuals with accelerated life histories mature younger and at a smaller size and therefore spend more of their life at a smaller size where mortality is higher. This life-history evolution may prohibit increases in risk-taking behavior and boldness, thus selecting for reduced risk-taking and boldness. Here, we aim to clarify which of these three selective patterns ends up being dominant. We study how behavior-selective fishing affects the optimal behavioral and life-history traits using a state-dependent dynamic programming model. Different gear types were modeled as being selective for foraging or hiding/resting individuals along a continuous axis, including unselective fishing. Compared with unselective harvesting, gears targeting hiding/resting individuals led toward evolution of increased foraging rates and elevated natural mortality rate, while targeting foraging individuals led to evolution of decreased foraging rates and lower natural mortality rate. Interestingly, changes were predicted for traits difficult to observe in the wild (natural mortality and behavior) whereas the more regularly observed traits (length-at-age, age at maturity, and reproductive investment) showed only little sensitivity to the behavioral selectivity."
5577,"Effect of Case Management With Goal-Setting on Diet Scores and Weight Loss in Cardiac Rehabilitation Patients","Aspry, Karen and Dunsiger, Shira and Breault, Christopher and Stabile, Loren and DeAngelis, Julianne and Wu, Wen-Chih","JOURNAL OF CARDIOPULMONARY REHABILITATION AND PREVENTION","1932-7501","38","","380-387","2018","","10.1097/HCR.0000000000000348","Purpose: The impact of cognitive-behavioral strategies and clinical factors on diet change during cardiac rehabilitation (CR) is not well studied. The purpose of this study was to examine the effects of collaborative goal-setting and clinical predictors on diet scores and weight loss in a case management model of CR. Methods: We retrospectively examined the effects of clinical factors and goal-setting facilitated by case managers on diet scores and weight loss in 629 consecutive patients with atherosclerotic cardiovascular disease enrolled in our CR program between 2014 and 2016. The Rate Your Plate (RYP) diet score was used to measure diet quality at baseline and discharge. Logistic regression modeling was used to identify predictors of diet score change in a subsample with goal-setting data (n = 615). Analysis of variance was conducted in the subset with complete weight data (n = 584) to compare weight loss between those who improved their RYP scores versus those who did not. Results: Participants were 27.9\% female, with a mean age of 63.4 11.5 y. The average body mass index at baseline was 30.3 +/- 6.8, and 51.7\% reported diet change and/or weight loss as a goal. After an average of 33 CR sessions, 27.3\% improved their RYP scores by at least 1 risk category (mean score, 54.0 +/- 9.0 vs 58.2 +/- 7.3, P < .001) and the average weight loss was 1.5 +/- 2.9 kg (P < .001). After logistic regression modeling, dietary goal-setting was significantly associated with improvement in diet scores and with greater weight loss (2.2 +/- 3.1 kg vs 0.84 +/- 2.6 kg, P < .001). Conclusions: A case management model that incorporates dietary goal-setting is associated with improved measures of diet quality and weight loss during CR."
5578,"Canine coprophagic behavior is influenced by coprophagic cohabitant","Amaral, Andressa Rodrigues and Hayasaki Porsani, Mariana Yukari and Martins, Priscila Oliveira and Teixeira, Fabio Alves and Macedo, Henrique Tobaro and Pedrinelli, Vivian and Annibale Vendramini, Thiago Henrique and Brunetto, Marcio Antonio","JOURNAL OF VETERINARY BEHAVIOR-CLINICAL APPLICATIONS AND RESEARCH","1558-7878","28","","35-39","2018","","10.1016/j.jveb.2018.07.011","Coprophagia is a common canine habit, although it is aversive for human beings. Despite absence of clinical risk to animals and their owners, this behavior may lead the owners to get rid of their dogs. The lack of information and effective corrective methods make it difficult for veterinary clinicians to contribute to eradication of this problem. The objective of this study was to evaluate nutritional, behavioral, and hereditary aspects involved in the manifestation of coprophagia in dogs, the effectiveness of the most common corrective methods, and the perception of owners about the subject through a questionnaire designed for coprophagic and non-coprophagic dog's owners. Owners of 70 adult animals were interviewed, of which 42.8\% (n = 30/70) were coprophagic and 57.1\% (n = 40/70) were non-coprophagic. There was no difference between sex, habits, lifestyle, habitat, number of meals, nutritional background, commercial diet, and reproductive status. However, development of coprophagia appears to be influenced by the presence of a coprophagic cohabitant. (C) 2018 Elsevier Inc. All rights reserved."
5579,"Boldness-mediated habitat use tactics and reproductive success in a wild large herbivore","Bonnot, Nadege C. and Goulard, Michel and Hewison, A. J. Mark and Cargnelutti, Bruno and Lourtet, Bruno and Chaval, Yannick and Morellet, Nicolas","ANIMAL BEHAVIOUR","0003-3472","145","","107-115","2018","","10.1016/j.anbehav.2018.09.013","The balance between resource acquisition and risk avoidance should vary according to personality type, with potential knock-on effects for fitness. Although previous studies have suggested a link between boldness and fitness components, little evidence is available on the behavioural mechanisms mediating this relationship in the wild. Because habitat use is the outcome of the trade-off between the costs and benefits associated with using each habitat type, we evaluated between-individual differences in habitat use of 64 GPS-collared female roe deer, Capreolus capreolus, using multinomial logit mixed models. To investigate whether deer differed in their habitat use tactics in relation to their personality type and their annual reproductive success, we assessed the link between individual habitat use patterns, boldness (measured as the strength of behavioural responsiveness to handling) and annual reproductive success (measured by the presence/absence of fawns at heel during autumn). Although daily and seasonal variations in the risk-resource landscapes clearly drove patterns of habitat use, individuals adopted contrasting habitat use tactics depending on their position along the shy-bold gradient and their reproductive status. Shy individuals occupied safer woodland more frequently, even at night when risk is lower. In contrast, bold individuals were better able to exploit rich open habitats. When this included mature autumn crops, these females weaned more offspring. Finally, irrespective of personality type, females that used meadows more often also achieved higher annual reproductive success. Overall, we demonstrate that individuals express divergent habitat use tactics as a function of their ability to avoid exposure to risk and their annual reproductive success. (C) 2018 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved."
5580,"Do predators influence the behaviour of temperate-zone bats? An analysis of competing models of roost emergence times","Arndt, Robert J. and O'Keefe, Joy M. and Mitchell, William A. and Holmes, Jordan B. and Lima, Steven L.","ANIMAL BEHAVIOUR","0003-3472","145","","161-170","2018","","10.1016/j.anbehav.2018.09.014","Temperate-zone bats likely feed in an environment with few dangerous nocturnal predators, suggesting a life largely free of the antipredator trade-offs faced by most other animals. Such bats may, however, encounter dangerous diurnal raptors with an early start to their nightly feeding, and thus may face predation-related trade-offs in deciding when to emerge from a daytime roost. Non-predator-related factors could also come into play in this nightly decision. We used an information-theoretic approach to examine which combination of a wide range of variables exerts the greatest influence over emergence times from maternity roosts in a population of Indiana bats, Myotis sodalis, covering a 12-year period. Our competing statistical models were based on two broad environmental influences on emergence times: predators and physical (meteorological and astronomical) variables. The best-performing model included most of the variables associated with antipredator trade-offs, assuming that bats emerging before or near sunset experience a foraging benefit and a substantial risk of predation by diurnal raptors. Accordingly, state-dependent behaviour was apparent, with emergence beginning earlier during the more energetically demanding portion of the reproductive cycle. During lactation (the most demanding period), about 20\% of emergence events began before sunset, compared to only 5\% during colony formation. Earlier emergence was also associated with high cloud cover (darker conditions), larger roost populations and roosts located deep into the forest. Moonlight at sunset, however, was absent from the best-supported model and had no apparent influence on emergence times. Overall, the emergence behaviour of our species is consistent with a trade-off between energetic needs and predation risk, most likely due to the temporal overlap of early emergences with the activity period of diurnal raptors. This behaviour may be more common than expected in temperate-zone bats. (C) 2018 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved."
5581,"Diel predator activity drives a dynamic landscape of fear","Kohl, Michel T. and Stahler, Daniel R. and Metz, Matthew C. and Forester, James D. and Kauffman, Matthew J. and Varley, Nathan and White, P. J. and Smith, Douglas W. and MacNulty, Daniel R.","ECOLOGICAL MONOGRAPHS","0012-9615","88","","638-652","2018","","10.1002/ecm.1313","A ``landscape of fear{''} (LOF) is a map that describes continuous spatial variation in an animal's perception of predation risk. The relief on this map reflects, for example, places that an animal avoids to minimize risk. Although the LOF concept is a potentially unifying theme in ecology that is often invoked to explain the ecological and conservation significance of fear, little is known about the daily dynamics of an LOF. Despite theory and data to the contrary, investigators often assume, implicitly or explicitly, that an LOF is a static consequence of a predator's mere presence within an ecosystem. We tested the prediction that an LOF in a large-scale, free-living system is a highly dynamic map with ``peaks{''} and ``valleys{''} that alternate across the diel (24-h) cycle in response to daily lulls in predator activity. We did so with extensive data from the case study of Yellowstone elk (Cervus elaphus) and wolves (Canis lupus) that was the original basis for the LOF concept. We quantified the elk LOF, defined here as spatial allocation of time away from risky places and times, across nearly 1,000-km(2) of northern Yellowstone National Park and found that it fluctuated with the crepuscular activity pattern of wolves, enabling elk to use risky places during wolf downtimes. This may help explain evidence that wolf predation risk has no effect on elk stress levels, body condition, pregnancy, or herbivory. The ability of free-living animals to adaptively allocate habitat use across periods of high and low predator activity within the diel cycle is an underappreciated aspect of animal behavior that helps explain why strong antipredator responses may trigger weak ecological effects, and why an LOF may have less conceptual and practical importance than direct killing."
5582,"Pregnancy as a valuable period for preventing hypoxia-ischemia brain damage","Netto, C. A. and Sanches, E. F. and Odorcyk, F. and Duran-Carabali, L. E. and Sizonenko, S. V.","INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE","0736-5748","70","","12-24","2018","","10.1016/j.ijdevneu.2018.06.004","Neonatal brain Hypoxia Ischemia (HI) is one of the major causes of infant mortality and lifelong neurological disabilities. The knowledge about the physiopathological mechanisms involved in HI lesion have increased in recent years, however these findings have not been translated into clinical practice. Current therapeutic approaches remain limited; hypothermia, used only in term or near-term infants, is the golden standard. Epidemiological evidence shows a link between adverse prenatal conditions and increased risk for diseases, health problems, and psychological outcomes later in life, what makes pregnancy a relevant period for preventing future brain injury. Here, we review experimental literature regarding preventive interventions used during pregnancy, i.e., previous to the HI injury, encompassing pharmacological, nutritional and/or behavioral strategies. Literature review used PubMed database. A total of forty one studies reported protective properties of maternal treatments preventing perinatal hypoxia-ischemia injury in rodents. Pharmacological agents and dietary supplementation showed mainly anti-excitotoxicity, anti-oxidant or anti-apoptotic properties. Interestingly, maternal preconditioning, physical exercise and environmental enrichment seem to engage the same referred mechanisms in order to protect neonatal brain against injury. This construct must be challenged by further studies to clearly define the main mechanisms responsible for neuroprotection to be explored in experimental context, as well as to test their potential in clinical settings."
5583,"Offspring defense by an urban raptor responds to human subsidies and ritual animal-feeding practices","Kumar, Nishant and Qureshi, Qamar and Jhala, V, Yadvendradev and Gosler, Andrew G. and Sergio, Fabrizio","PLOS ONE","1932-6203","13","",NA,"2018","","10.1371/journal.pone.0204549","There is a growing interest in the behavioural and life history mechanisms that allow animal species to cope with rapidly expanding urban habitats, which impose frequent proximity to humans. A particular case of behavioral bottleneck (i.e. conflicting interests) faced by animals in urban environments is how they will modulate the defence of their offspring against the potential danger represented by humans, an aspect that has received scarce research attention. We examined the nest defense against humans by a dense breeding population of a raptor, the Black Kite Milvus migrans, within the megacity of Delhi (India). Here, kites live on a diet dominated by human waste and meat offered through religiously motivated bird feeding practices. Nest defense levels increased with the number of offspring, and with the progression of the breeding season. Defense also intensified close to ritual-feeding areas and with increasing human waste in the streets, suggesting synergistic effects of food availability, parental investment, personality-boldness and habituation to humans, with consequent attenuation of fear. Thus, the behavioural response to a perceived threat reflected the spatial mosaic of activity of humans in the city streets, their cultural practices of ritual-feeding, and their waste-management. For synurbic species, at the higher-end spectrum of adaptation to an urban life, human cultural practices and attitudes may well be the most defining dimensions of their urban niche. Our results suggest that, after initial urban colonization, animals may continue to adapt to the typically complex, heterogeneous environments of cities through fine-grained behavioural adjustments to human practices and activities."
5584,"A burning question: what are the risks and benefits of mammalian torpor during and after fires?","Geiser, Fritz and Stawski, Clare and Doty, Anna C. and Cooper, Christine E. and Nowack, Julia","CONSERVATION PHYSIOLOGY","2051-1434","6","",NA,"2018","","10.1093/conphys/coy057","Although wildfires are increasing globally, available information on how mammals respond behaviourally and physiologically to fires is scant. Despite a large number of ecological studies, often examining animal diversity and abundance before and after fires, the reasons as to why some species perform better than others remain obscure. We examine how especially small mammals, which generally have high rates of energy expenditure and food requirements, deal with fires and post-fire conditions. We evaluate whether mammalian torpor, characterised by substantial reductions in body temperature, metabolic rate and water loss, plays a functional role in survival of mammals impacted by fires. Importantly, torpor permits small mammals to reduce their activity and foraging, and to survive on limited food. Torpid small mammals (marsupials and bats) can respond to smoke and arouse from torpor, which provides them with the possibility to evade direct exposure to fire, although their response is often slowed when ambient temperature is low. Post-fire conditions increase expression of torpor with a concomitant decrease in activity for free-ranging echidnas and small forest-dwelling marsupials, in response to reduced cover and reduced availability of terrestrial insects. Presence of charcoal and ash increases torpor use by captive small marsupials beyond food restriction alone, likely in anticipation of detrimental post-fire conditions. Interestingly, although volant bats use torpor on every day after fires, they respond by decreasing torpor duration, and increasing activity, perhaps because of the decrease in clutter and increase in foraging opportunities due to an increase in aerial insects. Our summary shows that torpor is an important tool for post-fire survival and, although the physiological and behavioural responses of small mammals to fire are complex, they seem to reflect energetic requirements and mode of foraging. We make recommendations on the conditions during management burns that are least likely to impact hetero-thermic mammals."
5585,"Understanding the population consequences of disturbance","Pirotta, Enrico and Booth, Cormac G. and Costa, Daniel P. and Fleishman, Erica and Kraus, Scott D. and Lusseau, David and Moretti, David and New, Leslie F. and Schick, Robert S. and Schwarz, Lisa K. and Simmons, Samantha E. and Thomas, Len and Tyack, Peter L. and Weise, Michael J. and Wells, Randall S. and Harwood, John","ECOLOGY AND EVOLUTION","2045-7758","8","","9934-9946","2018","","10.1002/ece3.4458","Managing the nonlethal effects of disturbance on wildlife populations has been a long-term goal for decision makers, managers, and ecologists, and assessment of these effects is currently required by European Union and United States legislation. However, robust assessment of these effects is challenging. The management of human activities that have nonlethal effects on wildlife is a specific example of a fundamental ecological problem: how to understand the population-level consequences of changes in the behavior or physiology of individual animals that are caused by external stressors. In this study, we review recent applications of a conceptual framework for assessing and predicting these consequences for marine mammal populations. We explore the range of models that can be used to formalize the approach and we identify critical research gaps. We also provide a decision tree that can be used to select the most appropriate model structure given the available data. Synthesis and applications: The implementation of this framework has moved the focus of discussion of the management of nonlethal disturbances on marine mammal populations away from a rhetorical debate about defining negligible impact and toward a quantitative understanding of long-term population-level effects. Here we demonstrate the framework's general applicability to other marine and terrestrial systems and show how it can support integrated modeling of the proximate and ultimate mechanisms that regulate trait-mediated, indirect interactions in ecological communities, that is, the nonconsumptive effects of a predator or stressor on a species' behavior, physiology, or life history."
5586,"Determinants of Breeding Farmers' Safe Use of Veterinary Drugs: A Theoretical and Empirical Analysis","Wang, Jianhua and Yang, Chenchen and Diao, Hanyu","INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH","1660-4601","15","",NA,"2018","","10.3390/ijerph15102185","As food safety has attracted the widespread attention of society, the quality safety of agricultural products has become an important part of food safety and also confronts multiple challenges. In fact, the safe use of veterinary drugs in the production process has become one of important guarantees for the quality safety of agricultural products. It's of great significance to regulate the breeding farmers' safe use of veterinary drugs and to create a safe and healthy production environment for agricultural products. A field survey of individual and large-scale swine breeding farmers in four typical provinces including Henan, Shandong, Jiangxi and Guizhou generated 397 questionnaires. This field survey conducted the internal and external classification of breeding farmers' safe use of veterinary drugs and defined the breeding farmers' safe use of veterinary drugs in the light of dosage, type and standardized operation of veterinary drugs. Based on Lewin's behavior theory, the survey used the structural equation modeling method to systematically examine the generation path of breeding farmers' safe use of veterinary drugs. The comprehensive analysis reveals that breeding farmers' knowledge about veterinary drugs, the attitudes toward the government supervision and the market environment of breeding activities all exert some effects on breeding farmers' use of veterinary drugs. Some suggestions and countermeasures for breeding farmers' safe use of veterinary drugs are provided as follows: First, more efforts should be pumped into publicity and instruction so that breeding farmers can have a better understanding of veterinary drugs. Second, preferential policies should be formulated to encourage the breeding farmers' participation in the industrial organizations of swine breeding farmers, and advocate the industrial organizations' active provision of different technical trainings. Third, the communication and cooperation platform should be created among breeding farmers, slaughter and processing plants and supermarkets, the poultry insurance market should be regulated, and the insurance purchase process should be improved. Fourth, when more subsidies for harm-free and environment-friendly veterinary drugs are provided, more serious punishments should be imposed on the unsafe use of veterinary drugs to offer policy support for the breeding farmers' standardized use of veterinary drugs."
5587,"The spatial structure of variation in salamander survival, body condition and morphology in a headwater stream network","Lowe, Winsor H. and Addis, Brett R. and Smith, Margaret R. and Davenport, Jon M.","FRESHWATER BIOLOGY","0046-5070","63","","1287-1299","2018","","10.1111/fwb.13133","1. Understanding the spatial structure of individual variation is critical to assessing the mechanisms and scale of species-level ecological and evolutionary responses. But the continuity and complexity of streams can make it difficult to discern spatial structure, and data on individual variation spanning spatial scales are rare. 2. Our goal was to objectively resolve the scale of ecological and evolutionary processes affecting the salamander Gyrinophilus porphyriticus by testing for spatial structure in individual variation across a headwater stream network. We used 3 years of spatially explicit capture mark recapture data from four headwater streams in the Hubbard Brook Experimental Forest, New Hampshire, USA, to test for individual variation in survival at three scales: (a) among c. 2-km(2) watersheds, (b) in 500-m downstream and upstream reaches within watersheds and (c) in riffle and pool habitats along reaches. We also tested for corresponding spatial variation in individual body condition and morphology to gain insight on the causes and implications of variation in survival. 3. Survival of G. porphyriticus larvae was constant among watersheds, but differed by reach and habitat. Larval survival was higher in upstream reaches than downstream reaches, matching the distribution of predatory brook trout (Salvelinus fontinalis), which were restricted to down-stream reaches. Larval survival was also higher in pools than riffles. Survival of G. porphyriticus adults was constant at all scales. 4. Larval body condition was higher in downstream reaches than upstream reaches. Both larvae and adults differed in morphology at the habitat scale: individuals in pools had longer limbs than individuals in riffles. 5. Negative covariation in larval survival and body condition at the reach scale suggests that there is a trade-off between fitness and proximate performance along streams. The surprising differences between habitats in survival and morphology show the potential for fine-scale ecology evolution interactions in streams, potentially driven by differences in flow and gradient conditions in riffles and pools. 6. Our results suggest that the larval stage is key to understanding individual, population and community-level processes affecting G. porphyriticus. More broadly, this research provides a novel empirical link between traditional studies of fine-scale ecological complexity in streams and recent studies showing consistent spatial dynamics at the network scale. By documenting differences in survival, body condition and morphology at reach and habitat scales, we hope this work shows the feasibility and value of spatially explicit approaches to species-level ecological and evolutionary questions in streams."
5588,"The Effects of Landscape Urbanization on the Gut Microbiome: An Exploration Into the Gut of Urban and Rural White-Crowned Sparrows","Phillips, Jennifer N. and Berlow, Mae and Derryberry, Elizabeth P.","FRONTIERS IN ECOLOGY AND EVOLUTION","2296-701X","6","",NA,"2018","","10.3389/fevo.2018.00148","Urban habitats present new ecological and evolutionary challenges for animals. Noise and infrastructure often change behavior and community composition, with potential physical costs such as decreased condition. However, the underlying mechanisms driving these patterns are virtually unknown. One potential driver of condition within a species is the diversity of the gut microbiome. Here, we investigate how the urban habitat affects the gut microbiome of White-crowned Sparrows (Zonotrichia leucophrys) males using spatial analyses of land cover (impervious, scrub, grass, and trees) at the regional level and territory level in urban San Francisco, CA and nearby rural Point Reyes, California. We hypothesized that urbanization of habitats affects gut microbial composition and diversity, potentially through direct effects on diet and/or indirect environmental effects. We measured gut microbial community diversity from 16s rRNA sequences amplified from cloacal swabs. We find that the urban and rural male gut microbiomes are significantly different, such that the urban gut microbiome is more diverse than the rural gut microbiome. This relationship may be due to more variable land cover types in urban habitats as compared to rural habitats, which are mainly composed of native scrub. We do not find support for regional impervious cover affecting the gut microbiome, but the more precise territory level analyses show that higher tree cover correlates with increased alpha diversity and impervious cover correlates with relative abundances of gut microbial taxa (Unifrac beta diversity). Although some studies show that gut diversity affects physiology, our measures of body condition do not indicate a strong relationship. Our results highlight how changes in the landscape may affect the gut microbiome of animals in an ever-urbanizing world, and provide a baseline for future studies of how anthropogenic change affects communities at multiple levels."
5589,"Maternal oversupplementation with folic acid and its impact on neurodevelopment of offspring","Murray, Lauren K. and Smith, Mark J. and Jadavji, Nafisa M.","NUTRITION REVIEWS","0029-6643","76","","708-721","2018","","10.1093/nutrit/nuy025","Folic acid, a B vitamin, is vital for early neurodevelopment and is well known for its protective effect against neural tube defects. Various national health agencies worldwide recommend that women of childbearing age take approximately 0.4 to 1 mg of supplemental folic acid daily to reduce the risk of neural tube defects in offspring. Several countries have tried to promote folic acid intake through mandatory fortification programs to reduce neural tube defects. Supplementation combined with mandatory fortification of foods has led to high levels of folic acid and related metabolites in women of childbearing age. Recent studies have reported that oversupplementation, defined as exceeding either the recommended dietary allowance or the upper limit of the daily reference intake of folic acid, may have negative effects on human health. This review examines whether maternal oversupplementation with folic acid affects the neurodevelopment of offspring. Data from animal studies suggest there are behavioral, morphological, and molecular changes in the brain of offspring. Additional studies are required to determine both the dosage of folic acid and the timing of folic acid intake needed for optimal neurodevelopment in humans."
5590,"Interacting Effects of Leg Autotomy and Exposure to Predator Cues on Survival in A Wolf Spider (Pardosa valens)","Brown, Christopher A. and Steffenson, Matthew M.","JOURNAL OF INSECT BEHAVIOR","0892-7553","31","","459-470","2018","","10.1007/s10905-018-9691-z","Chemical cues from predators (kairomones) are used by many aquatic and terrestrial animals when deciding on behavioral responses to predation threats. These responses may also be affected by the animal's physiological state (e.g., nutrition level, parasitism, or prior injury), which could alter normal responses to kairomones. In this study, we examined effects of leg autotomy (the voluntary sacrifice of a leg) on subsequent responses to predator chemical cues in females of the riparian-zone wolf spider Pardosa valens. In a fully-crossed design, spiders with all legs intact or with one leg removed were exposed to one of two cue treatments for 90min: a control (no predator cue) or one with chemical cues (silk and excreta) from a larger sympatric wolf spider, Rabidosa santrita. We then introduced an R. santrita into each container, and recorded subsequent survival of P. valens. Survivorship was significantly higher for individuals previously exposed to predator cues than for those in the control group; however, autotomy had no effect on survivorship, which was similar for both intact and autotomized spiders in both the predator-cue and control treatments. In addition, although P. valens were more likely to be found off the substrate than on it when the predator was added in each of the four treatment pairings, this initial position did not influence survivorship. These results therefore indicate that P. valens can behaviorally respond to predator kairomones in ways that reduce their risk of predation, but that this response is unaffected by the prior sacrifice of a leg."
5591,"Influence of prey-food abundance on predator-prey foraging games: a test with little egrets and goldfish","Vijayan, Sundararaj and Mitchell, William A. and Rosenzweig, Michael L. and Kotler, Burt P. and Balaban-Feld, Jesse and Tovelem, Lotan Tamar and Abramsky, Zvika","EVOLUTIONARY ECOLOGY RESEARCH","1522-0613","19","","455-468","2018","",NA,"Background: A predator-prey relationship abounds with variables that might affect the behaviour of either species as it responds to the challenges of the predation game. In a series of experiments, we have studied the behavioural responses of goldfish (prey) and little egrets (predator) when brought together in a large laboratory apparatus - an aviary with three pools of water. To obtain a baseline, we measured their behaviour in an aviary without manipulating any variable (Katz et al., 2010). Because the results of that study suggested that both fish and egrets follow the rules of optimal foraging, we undertook a series of experiments in which we manipulated the number of food patches (Katz et al., 2014a), the number of fish per pool (Katz et al., 2014b; Vijayan et al., 2018a), and the size of goldfish refuges (vijayaa et al., 2018b). In each case, the results supported the hypothesis of optimal behaviour. Mitchell (2018, this issue) makes four predictions about the behaviours of both species as the abundance of fish resources changes in a system such as the aviary. Specifically: (1) Prey should respond very weakly, if at all, to variation in the food ration among patches. (2) The predator should allocate more time to patches with a higher prey-food ration. (3) When moving to another patch, the predator should choose the patch with the higher prey-food ration more often than it would at random. (4) The predator will kill more prey in patches receiving a larger ration of prey-food. Aims: Explore the effect of varying the abundance of fish-food on the behaviours of goldfish and little egrets in the aviary. Determine whether variation in their behaviours agrees with the predictions of Mitchell's theoretical model. Methods: We used little egrets (the predators) and goldfish (the prey). We conducted experiments in two identical aviaries (7 m diameter). Each aviary contained three separate patches, i.e. three pools (1.52 m diameter, 0.60 m deep, similar to 1000 litres), each open to foraging by a single egret in the aviary. A fixed cover (22.75 cm radius) at the centre of each pool provided a refuge for the goldfish. Each pool had 15 fish. We manipulated intraspecific competition by offering three different amounts of goldfish food in an aviary each day: full (1.13 g per day), half (0.56 g per day), and quarter (0.28 g per day) rations. We then observed and recorded the behaviours of both players for 6 hours. Results: Patch-to-patch variation in the food ration had no effect on fish activity. But the egret allocated more time to foraging in the patch where the prey-food ration was highest (1.13 g). When moving to another patch, the egret moved to the patches containing high food rations (1.13 and 0.56 g) rather than the patch with the lowest food ration (0.28 g). And the predator caught significantly fewer goldfish in these poorest patches. Thus all four predictions were validated."
5592,"Body and colonization: fears and notions about weather, soil and nutrition in 16th. century Venezuela","Manjarres Ramos, Elizabeth","PROCESOS HISTORICOS-REVISTA SEMESTRAL DE HISTORIA ARTE Y CIENCIAS SOCIALES","1690-4818","17","","2-16","2018","",NA,"The conquest and colonization of the Americas was both an economic, as well as an ideological and corporeal undertaking. European notions about the influence of food, soil and weather over the human body largely determined routes and ways of exploration, conquest and colonization of New World lands and inhabitants. Accordingly, this paper aims, based on several instances obtained from 16th century chronicles and documents, to show how fear of physical and temperamental changes caused by weather, soil and nutrition was an influential variable in the process of exploration, conquest and establishment of settlements in 16th century Venezuela."
5593,"Predatory Cues Influence the Behavioral Responses and Metamorphic Traits of Polypedates maculatus (Anura: Rhacophoridae)","Mogali, Santosh","ASIAN HERPETOLOGICAL RESEARCH","2095-0357","9","","188-194","2018","","10.16373/j.cnki.ahr.170076","Mechanisms of predator detection and the influence of the presence of nonlethal predators on antipredator defense behavior and metamorphic traits were studied in the Indian tree frog, Polypedates maculatus. Exposure of P. maculatus tadpoles to chemical cues of caged predator (crabs, Barytelphusa spp.) fed with either conspecific or heterogeneric tadpoles, or were starved elicited defense behavior (by avoiding predator zone) in them. Such a behavior was not evident when exposed to predators housed in a glass beaker (visual cues). Both early (Gosner stage 27-28) and later (Gosner stage 35-36) stage tadpoles when exposed to caged predators (fed with conspecific tadpoles), prey tadpoles spent less time swimming and remained motionless for longer periods. Yet, the time spent by prey in feeding was unaffected. Further, the predator avoidance behavior exhibited by them was of the same intensity regardless of whether the caged predators were fed or starved implying the influence of predator's kairomones. Tadpoles reared with caged predator reached the metamorphic climax stage (MC stage; Gosner stage 42) earlier than those reared without a predator. Size at emergence (Gosner stage 46) was comparable in both the groups. The findings suggest that P. maculatus tadpoles assess predation risk chiefly by sensing kairomones of the predator in eliciting antipredator defense behaviors. Accelerated development and early metamorphosis without any compromise of the size at emergence may be due to their unaltered feeding activity."
5594,"Effect of temperature on behavior, glycogen content, and mortality in Limnoperna fortunei (Dunker, 1857) (Bivalvia: Mytilidae)","Andrade, Jennifer T. M. and Cordeiro, Nelmara I. S. and Montresor, Langia C. and Luz, Dalva M. R. and Luz, Renata C. R. and Martinez, Carlos B. and Pinheiro, Jairo and Paglia, Adriano P. and Vidigal, Teofania H. D. A.","JOURNAL OF LIMNOLOGY","1129-5767","77","","189-198","2018","","10.4081/jlimnol.2017.1658","Limnoperna fortunei (Dunker 1857) is a freshwater mussel with physiological tolerance to different environmental conditions, which may explain its success as an invasive species. The role of abiotic factors in its establishment, abundance and projections of risk of further spread into several areas has been studied. These mussels may respond to multiple environmental stressors, such as temperature, through physiological mechanisms, behavioral responses, mortality or some combination of these. The aim of this study was to investigate the behavioral responses (valve closing), glycogen concentrations and mortality of L. fortunei under four different temperatures (5 degrees C, 10 degrees C, 20 degrees C and 30 degrees C) during a chronic test (30 days). Two-way analysis of variance (ANOVA) was used to compare glycogen concentrations across days of the experiment and at the different temperatures. Differences in valve-closing behavior and mortality among temperatures were tested using repeated-measures ANOVA. We observed that most of the mussels maintained at 5 degrees C closed their valves (74.7 +/- 15.3\%), indicating that they remain inactive at low temperatures. The glycogen levels significantly differed among the temperatures tested. These differences occurred mainly due to the high glycogen values observed in mussels exposed to 10 degrees C. Stability in glycogen concentrations was observed within each particular temperature. The cumulative mortality was higher at extreme temperatures (5 degrees C and 30 degrees C). The ideal temperature for laboratory maintenance and tests is approximately 20 degrees C. Our data also show that L. fortunei can survive and maintain their energy reserves (glycogen) for several days at 5 degrees C, an important feature related to its invasion success."
