,StudyID,GroupID,ExperimentID,EffectID,Author,Year,Journal,SpeciesCom,SpeciesSci,Class,WildLabRear,WildLabExp,Sex,ManipLifeStage,ManipLifeStage.,ManipLifeStage.,ManipLifeStage.,ManipLifeStage.,ManipLifeStage.,ManipPostDiet,ManipConditionEffect,ManipNotes,ManipGroups,ExpLifeStage,ExpAge,ExpType,ExpVar,RiskContext,ExpVarUnit,ExpRepeated,ExpNotes,nLC,meanLC,sdLC,seLC,CILC,nHC,meanHC,sdHC,seHC,CIHC,TestStatType,TestStatValue,df,P,error,error_description,RiskEffectDirection,Marginalised,DataLocation,DataPresentation,Exclude,ExclusionReason,Extraction.notes
154,CD414,EG137,EX163,ES0880,Murthy,2016,Animal Behaviour,yellow fever mosquito,Aedes aegypti,insect,lab,lab,unknown,juvenile,Larvae,Larvae,Larvae,Larvae,Larvae,continuous,"yes (in cited study, appendix)","one of four rearing environments varying in the amount of food (finely powdered dried fish food) provisioned: 0.02, 0.04, 0.1 and 0.2 mg/40 ml. This range in food provisioned represented a resource-poor to resource-rich range in food availability and was finalized based on preliminary experiments which monitored larval development and survival under a wide range of food concentration conditions..... Time to pupation decreased and survival probability and pupal weights increased with increasing food concentrations, indicating that resource depletion and competition acted in the range of food concentrations tested. These experiments helped identify food concentrations representing a range in resource availability.",control_HC3,juvenile,unknown,light-dark test,distance to dividing boundary,novelenvironment_lightdarktest,mm,no,"Petri plates (90 mm in diameter) were divided in half, one half representing a lighter and the other a darker background. The lighter background was presumed to represent a habitat of higher risk than the darker background because mosquito larvae are detected more easily by predators against a lighter background and some studies have shown that mosquito larvae avoid lighter, more open habitats (Foley et al., 2002). Our two assay environments differed in the level of contrast between the two halves. In the stark-contrast assay environment, representing a large difference in risk between the two habitats, the high-risk half of the plate had only 50 (1.57 per cm2) randomly placed dots (each 0.18 mm in diameter) and the low-risk half had a very dark background with 10 000 randomly placed points (314.25 per cm2). In the mildcontrast assay environment, on the other hand, the lighter, highrisk habitat had 500 points (15.71 per cm2) and the darker, lowrisk one 5000 points (157.13 per cm2; Fig. 1). Thus, there was a 200-fold difference in dot density between the two habitats in the stark-contrast and only a 10-fold difference in the mild-contrast environment.",30,,,,NA,30,,,,NA,,,,,,,positive,no,,,exclude_all,insufficient data available,"solitary trials, mild contrast, 0.04mg food concentration"
157,CD414,EG140,EX166,ES0909,Murthy,2016,Animal Behaviour,yellow fever mosquito,Aedes aegypti,insect,lab,lab,unknown,juvenile,Larvae,Larvae,Larvae,Larvae,Larvae,continuous,"yes (in cited study, appendix)","one of four rearing environments varying in the amount of food (finely powdered dried fish food) provisioned: 0.02, 0.04, 0.1 and 0.2 mg/40 ml. This range in food provisioned represented a resource-poor to resource-rich range in food availability and was finalized based on preliminary experiments which monitored larval development and survival under a wide range of food concentration conditions..... Time to pupation decreased and survival probability and pupal weights increased with increasing food concentrations, indicating that resource depletion and competition acted in the range of food concentrations tested. These experiments helped identify food concentrations representing a range in resource availability.",control_HC3,juvenile,unknown,light-dark test,distance to dividing boundary,novelenvironment_lightdarktest,mm,no,"Petri plates (90 mm in diameter) were divided in half, one half representing a lighter and the other a darker background. The lighter background was presumed to represent a habitat of higher risk than the darker background because mosquito larvae are detected more easily by predators against a lighter background and some studies have shown that mosquito larvae avoid lighter, more open habitats (Foley et al., 2002). Our two assay environments differed in the level of contrast between the two halves. In the stark-contrast assay environment, representing a large difference in risk between the two habitats, the high-risk half of the plate had only 50 (1.57 per cm2) randomly placed dots (each 0.18 mm in diameter) and the low-risk half had a very dark background with 10 000 randomly placed points (314.25 per cm2). In the mildcontrast assay environment, on the other hand, the lighter, highrisk habitat had 500 points (15.71 per cm2) and the darker, lowrisk one 5000 points (157.13 per cm2; Fig. 1). Thus, there was a 200-fold difference in dot density between the two habitats in the stark-contrast and only a 10-fold difference in the mild-contrast environment.",15,,,,NA,15,,,,NA,,,,,,,positive,no,,,exclude_all,insufficient data available,"group trials, stark contrast, 0.02mg food concentration"
159,CD414,EG138,EX164,ES0891,Murthy,2016,Animal Behaviour,yellow fever mosquito,Aedes aegypti,insect,lab,lab,unknown,juvenile,Larvae,Larvae,Larvae,Larvae,Larvae,continuous,"yes (in cited study, appendix)","one of four rearing environments varying in the amount of food (finely powdered dried fish food) provisioned: 0.02, 0.04, 0.1 and 0.2 mg/40 ml. This range in food provisioned represented a resource-poor to resource-rich range in food availability and was finalized based on preliminary experiments which monitored larval development and survival under a wide range of food concentration conditions..... Time to pupation decreased and survival probability and pupal weights increased with increasing food concentrations, indicating that resource depletion and competition acted in the range of food concentrations tested. These experiments helped identify food concentrations representing a range in resource availability.",control_HC3,juvenile,unknown,light-dark test,distance from group,novelenvironment_shoaling,mm,no,"Petri plates (90 mm in diameter) were divided in half, one half representing a lighter and the other a darker background. The lighter background was presumed to represent a habitat of higher risk than the darker background because mosquito larvae are detected more easily by predators against a lighter background and some studies have shown that mosquito larvae avoid lighter, more open habitats (Foley et al., 2002). Our two assay environments differed in the level of contrast between the two halves. In the stark-contrast assay environment, representing a large difference in risk between the two habitats, the high-risk half of the plate had only 50 (1.57 per cm2) randomly placed dots (each 0.18 mm in diameter) and the low-risk half had a very dark background with 10 000 randomly placed points (314.25 per cm2). In the mildcontrast assay environment, on the other hand, the lighter, highrisk habitat had 500 points (15.71 per cm2) and the darker, lowrisk one 5000 points (157.13 per cm2; Fig. 1). Thus, there was a 200-fold difference in dot density between the two habitats in the stark-contrast and only a 10-fold difference in the mild-contrast environment.",15,,,,NA,15,,,,NA,,,,,,,positive,no,,,exclude_all,insufficient data available,"group trials, mild contrast, 0.02mg food concentration"
161,CD414,EG139,EX165,ES0897,Murthy,2016,Animal Behaviour,yellow fever mosquito,Aedes aegypti,insect,lab,lab,unknown,juvenile,Larvae,Larvae,Larvae,Larvae,Larvae,continuous,"yes (in cited study, appendix)","one of four rearing environments varying in the amount of food (finely powdered dried fish food) provisioned: 0.02, 0.04, 0.1 and 0.2 mg/40 ml. This range in food provisioned represented a resource-poor to resource-rich range in food availability and was finalized based on preliminary experiments which monitored larval development and survival under a wide range of food concentration conditions..... Time to pupation decreased and survival probability and pupal weights increased with increasing food concentrations, indicating that resource depletion and competition acted in the range of food concentrations tested. These experiments helped identify food concentrations representing a range in resource availability.",control_HC3,juvenile,unknown,light-dark test,distance to centre of plate,novelenvironment_lightdarktest,mm,no,"Petri plates (90 mm in diameter) were divided in half, one half representing a lighter and the other a darker background. The lighter background was presumed to represent a habitat of higher risk than the darker background because mosquito larvae are detected more easily by predators against a lighter background and some studies have shown that mosquito larvae avoid lighter, more open habitats (Foley et al., 2002). Our two assay environments differed in the level of contrast between the two halves. In the stark-contrast assay environment, representing a large difference in risk between the two habitats, the high-risk half of the plate had only 50 (1.57 per cm2) randomly placed dots (each 0.18 mm in diameter) and the low-risk half had a very dark background with 10 000 randomly placed points (314.25 per cm2). In the mildcontrast assay environment, on the other hand, the lighter, highrisk habitat had 500 points (15.71 per cm2) and the darker, lowrisk one 5000 points (157.13 per cm2; Fig. 1). Thus, there was a 200-fold difference in dot density between the two habitats in the stark-contrast and only a 10-fold difference in the mild-contrast environment.",30,,,,NA,30,,,,NA,,,,,,,negative,no,,,exclude_all,insufficient data available,"solitary trials, stark contrast, 0.02mg food concentration"
162,CD414,EG137,EX163,ES0881,Murthy,2016,Animal Behaviour,yellow fever mosquito,Aedes aegypti,insect,lab,lab,unknown,juvenile,Larvae,Larvae,Larvae,Larvae,Larvae,continuous,"yes (in cited study, appendix)","one of four rearing environments varying in the amount of food (finely powdered dried fish food) provisioned: 0.02, 0.04, 0.1 and 0.2 mg/40 ml. This range in food provisioned represented a resource-poor to resource-rich range in food availability and was finalized based on preliminary experiments which monitored larval development and survival under a wide range of food concentration conditions..... Time to pupation decreased and survival probability and pupal weights increased with increasing food concentrations, indicating that resource depletion and competition acted in the range of food concentrations tested. These experiments helped identify food concentrations representing a range in resource availability.",control_HC3,juvenile,unknown,light-dark test,distance to dividing boundary,novelenvironment_lightdarktest,mm,no,"Petri plates (90 mm in diameter) were divided in half, one half representing a lighter and the other a darker background. The lighter background was presumed to represent a habitat of higher risk than the darker background because mosquito larvae are detected more easily by predators against a lighter background and some studies have shown that mosquito larvae avoid lighter, more open habitats (Foley et al., 2002). Our two assay environments differed in the level of contrast between the two halves. In the stark-contrast assay environment, representing a large difference in risk between the two habitats, the high-risk half of the plate had only 50 (1.57 per cm2) randomly placed dots (each 0.18 mm in diameter) and the low-risk half had a very dark background with 10 000 randomly placed points (314.25 per cm2). In the mildcontrast assay environment, on the other hand, the lighter, highrisk habitat had 500 points (15.71 per cm2) and the darker, lowrisk one 5000 points (157.13 per cm2; Fig. 1). Thus, there was a 200-fold difference in dot density between the two habitats in the stark-contrast and only a 10-fold difference in the mild-contrast environment.",30,,,,NA,30,,,,NA,,,,,,,positive,no,,,exclude_all,insufficient data available,"solitary trials, mild contrast, 0.1mg food concentration"
163,CD414,EG138,EX164,ES0887,Murthy,2016,Animal Behaviour,yellow fever mosquito,Aedes aegypti,insect,lab,lab,unknown,juvenile,Larvae,Larvae,Larvae,Larvae,Larvae,continuous,"yes (in cited study, appendix)","one of four rearing environments varying in the amount of food (finely powdered dried fish food) provisioned: 0.02, 0.04, 0.1 and 0.2 mg/40 ml. This range in food provisioned represented a resource-poor to resource-rich range in food availability and was finalized based on preliminary experiments which monitored larval development and survival under a wide range of food concentration conditions..... Time to pupation decreased and survival probability and pupal weights increased with increasing food concentrations, indicating that resource depletion and competition acted in the range of food concentrations tested. These experiments helped identify food concentrations representing a range in resource availability.",control_HC3,juvenile,unknown,light-dark test,distance to centre of plate,novelenvironment_lightdarktest,mm,no,"Petri plates (90 mm in diameter) were divided in half, one half representing a lighter and the other a darker background. The lighter background was presumed to represent a habitat of higher risk than the darker background because mosquito larvae are detected more easily by predators against a lighter background and some studies have shown that mosquito larvae avoid lighter, more open habitats (Foley et al., 2002). Our two assay environments differed in the level of contrast between the two halves. In the stark-contrast assay environment, representing a large difference in risk between the two habitats, the high-risk half of the plate had only 50 (1.57 per cm2) randomly placed dots (each 0.18 mm in diameter) and the low-risk half had a very dark background with 10 000 randomly placed points (314.25 per cm2). In the mildcontrast assay environment, on the other hand, the lighter, highrisk habitat had 500 points (15.71 per cm2) and the darker, lowrisk one 5000 points (157.13 per cm2; Fig. 1). Thus, there was a 200-fold difference in dot density between the two habitats in the stark-contrast and only a 10-fold difference in the mild-contrast environment.",15,,,,NA,15,,,,NA,,,,,,,negative,no,,,exclude_all,insufficient data available,"group trials, mild contrast, 0.1mg food concentration"
164,CD414,EG138,EX164,ES0886,Murthy,2016,Animal Behaviour,yellow fever mosquito,Aedes aegypti,insect,lab,lab,unknown,juvenile,Larvae,Larvae,Larvae,Larvae,Larvae,continuous,"yes (in cited study, appendix)","one of four rearing environments varying in the amount of food (finely powdered dried fish food) provisioned: 0.02, 0.04, 0.1 and 0.2 mg/40 ml. This range in food provisioned represented a resource-poor to resource-rich range in food availability and was finalized based on preliminary experiments which monitored larval development and survival under a wide range of food concentration conditions..... Time to pupation decreased and survival probability and pupal weights increased with increasing food concentrations, indicating that resource depletion and competition acted in the range of food concentrations tested. These experiments helped identify food concentrations representing a range in resource availability.",control_HC3,juvenile,unknown,light-dark test,distance to centre of plate,novelenvironment_lightdarktest,mm,no,"Petri plates (90 mm in diameter) were divided in half, one half representing a lighter and the other a darker background. The lighter background was presumed to represent a habitat of higher risk than the darker background because mosquito larvae are detected more easily by predators against a lighter background and some studies have shown that mosquito larvae avoid lighter, more open habitats (Foley et al., 2002). Our two assay environments differed in the level of contrast between the two halves. In the stark-contrast assay environment, representing a large difference in risk between the two habitats, the high-risk half of the plate had only 50 (1.57 per cm2) randomly placed dots (each 0.18 mm in diameter) and the low-risk half had a very dark background with 10 000 randomly placed points (314.25 per cm2). In the mildcontrast assay environment, on the other hand, the lighter, highrisk habitat had 500 points (15.71 per cm2) and the darker, lowrisk one 5000 points (157.13 per cm2; Fig. 1). Thus, there was a 200-fold difference in dot density between the two habitats in the stark-contrast and only a 10-fold difference in the mild-contrast environment.",15,,,,NA,15,,,,NA,,,,,,,negative,no,,,exclude_all,insufficient data available,"group trials, mild contrast, 0.04mg food concentration"
165,CD414,EG138,EX164,ES0889,Murthy,2016,Animal Behaviour,yellow fever mosquito,Aedes aegypti,insect,lab,lab,unknown,juvenile,Larvae,Larvae,Larvae,Larvae,Larvae,continuous,"yes (in cited study, appendix)","one of four rearing environments varying in the amount of food (finely powdered dried fish food) provisioned: 0.02, 0.04, 0.1 and 0.2 mg/40 ml. This range in food provisioned represented a resource-poor to resource-rich range in food availability and was finalized based on preliminary experiments which monitored larval development and survival under a wide range of food concentration conditions..... Time to pupation decreased and survival probability and pupal weights increased with increasing food concentrations, indicating that resource depletion and competition acted in the range of food concentrations tested. These experiments helped identify food concentrations representing a range in resource availability.",control_HC3,juvenile,unknown,light-dark test,distance to dividing boundary,novelenvironment_lightdarktest,mm,no,"Petri plates (90 mm in diameter) were divided in half, one half representing a lighter and the other a darker background. The lighter background was presumed to represent a habitat of higher risk than the darker background because mosquito larvae are detected more easily by predators against a lighter background and some studies have shown that mosquito larvae avoid lighter, more open habitats (Foley et al., 2002). Our two assay environments differed in the level of contrast between the two halves. In the stark-contrast assay environment, representing a large difference in risk between the two habitats, the high-risk half of the plate had only 50 (1.57 per cm2) randomly placed dots (each 0.18 mm in diameter) and the low-risk half had a very dark background with 10 000 randomly placed points (314.25 per cm2). In the mildcontrast assay environment, on the other hand, the lighter, highrisk habitat had 500 points (15.71 per cm2) and the darker, lowrisk one 5000 points (157.13 per cm2; Fig. 1). Thus, there was a 200-fold difference in dot density between the two habitats in the stark-contrast and only a 10-fold difference in the mild-contrast environment.",15,,,,NA,15,,,,NA,,,,,,,positive,no,,,exclude_all,insufficient data available,"group trials, mild contrast, 0.04mg food concentration"
167,CD414,EG137,EX163,ES0879,Murthy,2016,Animal Behaviour,yellow fever mosquito,Aedes aegypti,insect,lab,lab,unknown,juvenile,Larvae,Larvae,Larvae,Larvae,Larvae,continuous,"yes (in cited study, appendix)","one of four rearing environments varying in the amount of food (finely powdered dried fish food) provisioned: 0.02, 0.04, 0.1 and 0.2 mg/40 ml. This range in food provisioned represented a resource-poor to resource-rich range in food availability and was finalized based on preliminary experiments which monitored larval development and survival under a wide range of food concentration conditions..... Time to pupation decreased and survival probability and pupal weights increased with increasing food concentrations, indicating that resource depletion and competition acted in the range of food concentrations tested. These experiments helped identify food concentrations representing a range in resource availability.",control_HC3,juvenile,unknown,light-dark test,distance to dividing boundary,novelenvironment_lightdarktest,mm,no,"Petri plates (90 mm in diameter) were divided in half, one half representing a lighter and the other a darker background. The lighter background was presumed to represent a habitat of higher risk than the darker background because mosquito larvae are detected more easily by predators against a lighter background and some studies have shown that mosquito larvae avoid lighter, more open habitats (Foley et al., 2002). Our two assay environments differed in the level of contrast between the two halves. In the stark-contrast assay environment, representing a large difference in risk between the two habitats, the high-risk half of the plate had only 50 (1.57 per cm2) randomly placed dots (each 0.18 mm in diameter) and the low-risk half had a very dark background with 10 000 randomly placed points (314.25 per cm2). In the mildcontrast assay environment, on the other hand, the lighter, highrisk habitat had 500 points (15.71 per cm2) and the darker, lowrisk one 5000 points (157.13 per cm2; Fig. 1). Thus, there was a 200-fold difference in dot density between the two habitats in the stark-contrast and only a 10-fold difference in the mild-contrast environment.",30,,,,NA,30,,,,NA,,,,,,,positive,no,,,exclude_all,insufficient data available,"solitary trials, mild contrast, 0.02mg food concentration"
169,CD414,EG138,EX164,ES0888,Murthy,2016,Animal Behaviour,yellow fever mosquito,Aedes aegypti,insect,lab,lab,unknown,juvenile,Larvae,Larvae,Larvae,Larvae,Larvae,continuous,"yes (in cited study, appendix)","one of four rearing environments varying in the amount of food (finely powdered dried fish food) provisioned: 0.02, 0.04, 0.1 and 0.2 mg/40 ml. This range in food provisioned represented a resource-poor to resource-rich range in food availability and was finalized based on preliminary experiments which monitored larval development and survival under a wide range of food concentration conditions..... Time to pupation decreased and survival probability and pupal weights increased with increasing food concentrations, indicating that resource depletion and competition acted in the range of food concentrations tested. These experiments helped identify food concentrations representing a range in resource availability.",control_HC3,juvenile,unknown,light-dark test,distance to dividing boundary,novelenvironment_lightdarktest,mm,no,"Petri plates (90 mm in diameter) were divided in half, one half representing a lighter and the other a darker background. The lighter background was presumed to represent a habitat of higher risk than the darker background because mosquito larvae are detected more easily by predators against a lighter background and some studies have shown that mosquito larvae avoid lighter, more open habitats (Foley et al., 2002). Our two assay environments differed in the level of contrast between the two halves. In the stark-contrast assay environment, representing a large difference in risk between the two habitats, the high-risk half of the plate had only 50 (1.57 per cm2) randomly placed dots (each 0.18 mm in diameter) and the low-risk half had a very dark background with 10 000 randomly placed points (314.25 per cm2). In the mildcontrast assay environment, on the other hand, the lighter, highrisk habitat had 500 points (15.71 per cm2) and the darker, lowrisk one 5000 points (157.13 per cm2; Fig. 1). Thus, there was a 200-fold difference in dot density between the two habitats in the stark-contrast and only a 10-fold difference in the mild-contrast environment.",15,,,,NA,15,,,,NA,,,,,,,positive,no,,,exclude_all,insufficient data available,"group trials, mild contrast, 0.02mg food concentration"
170,CD414,EG138,EX164,ES0893,Murthy,2016,Animal Behaviour,yellow fever mosquito,Aedes aegypti,insect,lab,lab,unknown,juvenile,Larvae,Larvae,Larvae,Larvae,Larvae,continuous,"yes (in cited study, appendix)","one of four rearing environments varying in the amount of food (finely powdered dried fish food) provisioned: 0.02, 0.04, 0.1 and 0.2 mg/40 ml. This range in food provisioned represented a resource-poor to resource-rich range in food availability and was finalized based on preliminary experiments which monitored larval development and survival under a wide range of food concentration conditions..... Time to pupation decreased and survival probability and pupal weights increased with increasing food concentrations, indicating that resource depletion and competition acted in the range of food concentrations tested. These experiments helped identify food concentrations representing a range in resource availability.",control_HC3,juvenile,unknown,light-dark test,distance from group,novelenvironment_shoaling,mm,no,"Petri plates (90 mm in diameter) were divided in half, one half representing a lighter and the other a darker background. The lighter background was presumed to represent a habitat of higher risk than the darker background because mosquito larvae are detected more easily by predators against a lighter background and some studies have shown that mosquito larvae avoid lighter, more open habitats (Foley et al., 2002). Our two assay environments differed in the level of contrast between the two halves. In the stark-contrast assay environment, representing a large difference in risk between the two habitats, the high-risk half of the plate had only 50 (1.57 per cm2) randomly placed dots (each 0.18 mm in diameter) and the low-risk half had a very dark background with 10 000 randomly placed points (314.25 per cm2). In the mildcontrast assay environment, on the other hand, the lighter, highrisk habitat had 500 points (15.71 per cm2) and the darker, lowrisk one 5000 points (157.13 per cm2; Fig. 1). Thus, there was a 200-fold difference in dot density between the two habitats in the stark-contrast and only a 10-fold difference in the mild-contrast environment.",15,,,,NA,15,,,,NA,,,,,,,positive,no,,,exclude_all,insufficient data available,"group trials, mild contrast, 0.1mg food concentration"
171,CD414,EG138,EX164,ES0885,Murthy,2016,Animal Behaviour,yellow fever mosquito,Aedes aegypti,insect,lab,lab,unknown,juvenile,Larvae,Larvae,Larvae,Larvae,Larvae,continuous,"yes (in cited study, appendix)","one of four rearing environments varying in the amount of food (finely powdered dried fish food) provisioned: 0.02, 0.04, 0.1 and 0.2 mg/40 ml. This range in food provisioned represented a resource-poor to resource-rich range in food availability and was finalized based on preliminary experiments which monitored larval development and survival under a wide range of food concentration conditions..... Time to pupation decreased and survival probability and pupal weights increased with increasing food concentrations, indicating that resource depletion and competition acted in the range of food concentrations tested. These experiments helped identify food concentrations representing a range in resource availability.",control_HC3,juvenile,unknown,light-dark test,distance to centre of plate,novelenvironment_lightdarktest,mm,no,"Petri plates (90 mm in diameter) were divided in half, one half representing a lighter and the other a darker background. The lighter background was presumed to represent a habitat of higher risk than the darker background because mosquito larvae are detected more easily by predators against a lighter background and some studies have shown that mosquito larvae avoid lighter, more open habitats (Foley et al., 2002). Our two assay environments differed in the level of contrast between the two halves. In the stark-contrast assay environment, representing a large difference in risk between the two habitats, the high-risk half of the plate had only 50 (1.57 per cm2) randomly placed dots (each 0.18 mm in diameter) and the low-risk half had a very dark background with 10 000 randomly placed points (314.25 per cm2). In the mildcontrast assay environment, on the other hand, the lighter, highrisk habitat had 500 points (15.71 per cm2) and the darker, lowrisk one 5000 points (157.13 per cm2; Fig. 1). Thus, there was a 200-fold difference in dot density between the two habitats in the stark-contrast and only a 10-fold difference in the mild-contrast environment.",15,,,,NA,15,,,,NA,,,,,,,negative,no,,,exclude_all,insufficient data available,"group trials, mild contrast, 0.02mg food concentration"
173,CD414,EG138,EX164,ES0890,Murthy,2016,Animal Behaviour,yellow fever mosquito,Aedes aegypti,insect,lab,lab,unknown,juvenile,Larvae,Larvae,Larvae,Larvae,Larvae,continuous,"yes (in cited study, appendix)","one of four rearing environments varying in the amount of food (finely powdered dried fish food) provisioned: 0.02, 0.04, 0.1 and 0.2 mg/40 ml. This range in food provisioned represented a resource-poor to resource-rich range in food availability and was finalized based on preliminary experiments which monitored larval development and survival under a wide range of food concentration conditions..... Time to pupation decreased and survival probability and pupal weights increased with increasing food concentrations, indicating that resource depletion and competition acted in the range of food concentrations tested. These experiments helped identify food concentrations representing a range in resource availability.",control_HC3,juvenile,unknown,light-dark test,distance to dividing boundary,novelenvironment_lightdarktest,mm,no,"Petri plates (90 mm in diameter) were divided in half, one half representing a lighter and the other a darker background. The lighter background was presumed to represent a habitat of higher risk than the darker background because mosquito larvae are detected more easily by predators against a lighter background and some studies have shown that mosquito larvae avoid lighter, more open habitats (Foley et al., 2002). Our two assay environments differed in the level of contrast between the two halves. In the stark-contrast assay environment, representing a large difference in risk between the two habitats, the high-risk half of the plate had only 50 (1.57 per cm2) randomly placed dots (each 0.18 mm in diameter) and the low-risk half had a very dark background with 10 000 randomly placed points (314.25 per cm2). In the mildcontrast assay environment, on the other hand, the lighter, highrisk habitat had 500 points (15.71 per cm2) and the darker, lowrisk one 5000 points (157.13 per cm2; Fig. 1). Thus, there was a 200-fold difference in dot density between the two habitats in the stark-contrast and only a 10-fold difference in the mild-contrast environment.",15,,,,NA,15,,,,NA,,,,,,,positive,no,,,exclude_all,insufficient data available,"group trials, mild contrast, 0.1mg food concentration"
175,CD414,EG140,EX166,ES0906,Murthy,2016,Animal Behaviour,yellow fever mosquito,Aedes aegypti,insect,lab,lab,unknown,juvenile,Larvae,Larvae,Larvae,Larvae,Larvae,continuous,"yes (in cited study, appendix)","one of four rearing environments varying in the amount of food (finely powdered dried fish food) provisioned: 0.02, 0.04, 0.1 and 0.2 mg/40 ml. This range in food provisioned represented a resource-poor to resource-rich range in food availability and was finalized based on preliminary experiments which monitored larval development and survival under a wide range of food concentration conditions..... Time to pupation decreased and survival probability and pupal weights increased with increasing food concentrations, indicating that resource depletion and competition acted in the range of food concentrations tested. These experiments helped identify food concentrations representing a range in resource availability.",control_HC3,juvenile,unknown,light-dark test,distance to centre of plate,novelenvironment_lightdarktest,mm,no,"Petri plates (90 mm in diameter) were divided in half, one half representing a lighter and the other a darker background. The lighter background was presumed to represent a habitat of higher risk than the darker background because mosquito larvae are detected more easily by predators against a lighter background and some studies have shown that mosquito larvae avoid lighter, more open habitats (Foley et al., 2002). Our two assay environments differed in the level of contrast between the two halves. In the stark-contrast assay environment, representing a large difference in risk between the two habitats, the high-risk half of the plate had only 50 (1.57 per cm2) randomly placed dots (each 0.18 mm in diameter) and the low-risk half had a very dark background with 10 000 randomly placed points (314.25 per cm2). In the mildcontrast assay environment, on the other hand, the lighter, highrisk habitat had 500 points (15.71 per cm2) and the darker, lowrisk one 5000 points (157.13 per cm2; Fig. 1). Thus, there was a 200-fold difference in dot density between the two habitats in the stark-contrast and only a 10-fold difference in the mild-contrast environment.",15,,,,NA,15,,,,NA,,,,,,,negative,no,,,exclude_all,insufficient data available,"group trials, stark contrast, 0.02mg food concentration"
176,CD414,EG138,EX164,ES0892,Murthy,2016,Animal Behaviour,yellow fever mosquito,Aedes aegypti,insect,lab,lab,unknown,juvenile,Larvae,Larvae,Larvae,Larvae,Larvae,continuous,"yes (in cited study, appendix)","one of four rearing environments varying in the amount of food (finely powdered dried fish food) provisioned: 0.02, 0.04, 0.1 and 0.2 mg/40 ml. This range in food provisioned represented a resource-poor to resource-rich range in food availability and was finalized based on preliminary experiments which monitored larval development and survival under a wide range of food concentration conditions..... Time to pupation decreased and survival probability and pupal weights increased with increasing food concentrations, indicating that resource depletion and competition acted in the range of food concentrations tested. These experiments helped identify food concentrations representing a range in resource availability.",control_HC3,juvenile,unknown,light-dark test,distance from group,novelenvironment_shoaling,mm,no,"Petri plates (90 mm in diameter) were divided in half, one half representing a lighter and the other a darker background. The lighter background was presumed to represent a habitat of higher risk than the darker background because mosquito larvae are detected more easily by predators against a lighter background and some studies have shown that mosquito larvae avoid lighter, more open habitats (Foley et al., 2002). Our two assay environments differed in the level of contrast between the two halves. In the stark-contrast assay environment, representing a large difference in risk between the two habitats, the high-risk half of the plate had only 50 (1.57 per cm2) randomly placed dots (each 0.18 mm in diameter) and the low-risk half had a very dark background with 10 000 randomly placed points (314.25 per cm2). In the mildcontrast assay environment, on the other hand, the lighter, highrisk habitat had 500 points (15.71 per cm2) and the darker, lowrisk one 5000 points (157.13 per cm2; Fig. 1). Thus, there was a 200-fold difference in dot density between the two habitats in the stark-contrast and only a 10-fold difference in the mild-contrast environment.",15,,,,NA,15,,,,NA,,,,,,,positive,no,,,exclude_all,insufficient data available,"group trials, mild contrast, 0.04mg food concentration"
197,CD480,EG154,EX184,ES1115,Roy,2003,Journal of Invertebrate Pathology,seven-spot ladybird,Coccinella septempunctata,insect,lab,lab,female,adult,Behavioral observations on both male and female adult coccinellids were replicated seven times,Behavioral observations on both male and female adult coccinellids were replicated seven times,Behavioral observations on both male and female adult coccinellids were replicated seven times,Behavioral observations on both male and female adult coccinellids were replicated seven times,Behavioral observations on both male and female adult coccinellids were replicated seven times,continuous,unknown,The adult and larval coccinellids had either been allowed to feed immediately prior to the experiment or had been starved for the preceding 24 h.,no,adult,unknown,novel environment,proportion of time feeding (relative to other behaviours),novelenvironment_feeding,log ratio,no,"Immediately after the coccinellid was added to the behavioral arena its behavior was recorded for 30 min or until it left the arena... .The behaviors were classified into seven categories:
searching, feeding, resting, walking, cleaning, flying, and grazing (feeding on the plant). Searching was characterized by sinuous, slow tracks, interrupted by numerous stops, compared with walking which was a much more linear and faster movement (Ferran and Dixon, 1993). Larvae were often observed to contact an aphid with their mouthparts without any visible ingestion. This behavior was also categorized as searching. The total time spent on each behavior was calculated. The frequency of the feeding category was recorded and the number of entire aphids consumed was quantified. The number of partially consumed aphids was not quantified. The position of the coccinellid on the plant was recorded in addition to the behavioral observations. The plant was divided into three sections, upper, middle, and lower, and the total time spent in each position, and also on the soil, was calculated. The number of plants visited throughout the observational period was also recorded.",42,,,,NA,42,,,,NA,F,22.29,72,<0.001,,,positive,no,"Text, pp89",text,exclude_all,test statistic only,across all treatments
